"RULE_ID","PREDICATE","DIM","DIM_VALUE","SUPPORT","PURCHASE_RATE","BASELINE_RATE","RAW_LIFT","SHRUNK_LIFT","BID_MULTIPLIER","CI_LOWER","CI_UPPER","RULE_ACTION","SOURCE_PLATFORM","VALID_FROM","VALID_TO"
179,"Publisher=buzzfeed.com AND DeviceType=5","Site x Device","buzzfeed.com_5",18993,0.009319,0.010739,0.868,0.868,0.87,0.007953,0.010686,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
180,"Publisher=cnet.com AND DeviceType=4","Site x Device","cnet.com_4",19277,0.009234,0.010739,0.86,0.86,0.86,0.007884,0.010584,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
181,"Publisher=cnet.com","SITE_DOMAIN","cnet.com",134308,0.009225,0.010739,0.859,0.859,0.86,0.008714,0.009736,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
182,"Publisher=espn.com AND Format=banner","Site x Format","espn.com_banner",66503,0.009203,0.010739,0.857,0.857,0.86,0.008477,0.009928,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
183,"Publisher=variety.com","SITE_DOMAIN","variety.com",134222,0.009171,0.010739,0.854,0.854,0.85,0.008661,0.009681,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
69,"Publisher=cnn.com AND DeviceType=3","Site x Device","cnn.com_3",18864,0.014843,0.010739,1.382,1.382,1.38,0.013117,0.016569,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
70,"Publisher=washingtonpost.com AND DeviceType=7","Site x Device","washingtonpost.com_7",19265,0.01469,0.010739,1.368,1.368,1.37,0.012991,0.016389,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
71,"DeviceType=6 AND Genre=Sports","Device x Genre","6_Sports",9346,0.014659,0.010739,1.365,1.365,1.37,0.012222,0.017095,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
72,"DeviceType=1 AND Genre=Documentary","Device x Genre","1_Documentary",9238,0.014614,0.010739,1.361,1.361,1.36,0.012166,0.017061,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
124,"Metro=Miami","GEO_METRO","Miami",200206,0.011738,0.010739,1.093,1.093,1.09,0.011266,0.01221,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
125,"Publisher=techcrunch.com AND DeviceType=1","Site x Device","techcrunch.com_1",18897,0.011642,0.010739,1.084,1.084,1.08,0.010113,0.013171,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
126,"DeviceType=7 AND Genre=News","Device x Genre","7_News",9453,0.011637,0.010739,1.084,1.084,1.08,0.009475,0.013798,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
127,"Publisher=washingtonpost.com","SITE_DOMAIN","washingtonpost.com",133182,0.011623,0.010739,1.082,1.082,1.08,0.011048,0.012199,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
128,"Format=video AND Metro=Denver","Format x Metro","video_Denver",50133,0.011609,0.010739,1.081,1.081,1.08,0.010671,0.012547,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
243,"Format=banner AND Metro=Chicago","Format x Metro","banner_Chicago",100102,0.005874,0.010739,0.547,0.547,0.55,0.005401,0.006347,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
244,"DeviceType=6 AND Genre=News","Device x Genre","6_News",9378,0.005758,0.010739,0.536,0.536,0.54,0.004227,0.00729,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
245,"Publisher=techcrunch.com AND DeviceType=2","Site x Device","techcrunch.com_2",19314,0.005695,0.010739,0.53,0.53,0.53,0.004634,0.006757,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
246,"Publisher=variety.com AND Format=banner","Site x Format","variety.com_banner",66653,0.005611,0.010739,0.523,0.523,0.52,0.005044,0.006178,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
239,"Publisher=techcrunch.com AND Format=banner","Site x Format","techcrunch.com_banner",66817,0.006031,0.010739,0.562,0.562,0.56,0.005444,0.006618,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
240,"Publisher=weather.com AND DeviceType=2","Site x Device","weather.com_2",18994,0.006002,0.010739,0.559,0.559,0.56,0.004903,0.0071,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
241,"Publisher=washingtonpost.com AND Format=banner","Site x Format","washingtonpost.com_banner",66301,0.005988,0.010739,0.558,0.558,0.56,0.005401,0.006575,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
242,"Publisher=foxnews.com AND DeviceType=6","Site x Device","foxnews.com_6",19088,0.005972,0.010739,0.556,0.556,0.56,0.004879,0.007065,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
112,"Publisher=bbc.com AND DeviceType=7","Site x Device","bbc.com_7",19068,0.012429,0.010739,1.157,1.157,1.16,0.010857,0.014002,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
113,"Publisher=cnet.com AND Format=video","Site x Format","cnet.com_video",33396,0.012397,0.010739,1.154,1.154,1.15,0.01121,0.013583,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
114,"Publisher=foxnews.com AND Format=video","Site x Format","foxnews.com_video",33386,0.012311,0.010739,1.146,1.146,1.15,0.011128,0.013493,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
115,"Publisher=washingtonpost.com AND DeviceType=1","Site x Device","washingtonpost.com_1",18851,0.012254,0.010739,1.141,1.141,1.14,0.010683,0.013825,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
18,"Format=native AND Metro=Los Angeles","Format x Metro","native_Los Angeles",49765,0.020054,0.010739,1.867,1.867,1.87,0.018823,0.021286,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
19,"Publisher=people.com AND Format=video","Site x Format","people.com_video",33745,0.020033,0.010739,1.865,1.865,1.87,0.018538,0.021528,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
20,"DeviceType=7 AND Genre=Drama","Device x Genre","7_Drama",9598,0.019796,0.010739,1.843,1.843,1.84,0.017009,0.022583,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
21,"DeviceType=7 AND Genre=Documentary","Device x Genre","7_Documentary",9443,0.019591,0.010739,1.824,1.824,1.82,0.016796,0.022387,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
22,"Format=video AND Metro=Houston","Format x Metro","video_Houston",49541,0.018853,0.010739,1.756,1.756,1.76,0.017655,0.020051,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
137,"Publisher=tmz.com AND Format=video","Site x Format","tmz.com_video",33143,0.011134,0.010739,1.037,1.037,1.04,0.010004,0.012263,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
138,"DeviceType=4","DEVICE_TYPE","4",285269,0.011123,0.010739,1.036,1.036,1.04,0.010738,0.011508,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
139,"Metro=Atlanta","GEO_METRO","Atlanta",200846,0.011058,0.010739,1.03,1.03,1.03,0.010601,0.011516,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
140,"DeviceType=5 AND Genre=Comedy","Device x Genre","5_Comedy",9504,0.011048,0.010739,1.029,1.029,1.03,0.008946,0.013149,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
158,"DeviceType=5 AND Genre=Drama","Device x Genre","5_Drama",9462,0.010463,0.010739,0.974,0.974,0.97,0.008413,0.012513,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
159,"Publisher=techcrunch.com","SITE_DOMAIN","techcrunch.com",133066,0.010401,0.010739,0.969,0.969,0.97,0.009856,0.010946,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
160,"PubName=CNN Digital","PUBLISHER_NAME","CNN Digital",250195,0.010392,0.010739,0.968,0.968,0.97,0.009995,0.010789,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
161,"Publisher=buzzfeed.com AND DeviceType=1","Site x Device","buzzfeed.com_1",18986,0.010376,0.010739,0.966,0.966,0.97,0.008935,0.011817,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
86,"Metro=Houston","GEO_METRO","Houston",199466,0.013661,0.010739,1.272,1.272,1.27,0.013152,0.014171,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
87,"Publisher=bbc.com AND Format=native","Site x Format","bbc.com_native",33130,0.013522,0.010739,1.259,1.259,1.26,0.012279,0.014766,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
88,"Publisher=variety.com AND Format=native","Site x Format","variety.com_native",34030,0.013517,0.010739,1.259,1.259,1.26,0.012291,0.014744,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
89,"DeviceType=4 AND Genre=Documentary","Device x Genre","4_Documentary",9336,0.013496,0.010739,1.257,1.257,1.26,0.011156,0.015837,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
27,"Publisher=weather.com AND Format=video","Site x Format","weather.com_video",33182,0.018022,0.010739,1.678,1.678,1.68,0.01659,0.019453,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
28,"Publisher=weather.com AND DeviceType=3","Site x Device","weather.com_3",18968,0.017978,0.010739,1.674,1.674,1.67,0.016087,0.019869,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
29,"Format=native AND Metro=Miami","Format x Metro","native_Miami",50083,0.017371,0.010739,1.618,1.618,1.62,0.016227,0.018515,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
30,"Format=video AND Metro=Los Angeles","Format x Metro","video_Los Angeles",50435,0.01729,0.010739,1.61,1.61,1.61,0.016152,0.018427,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
78,"Publisher=buzzfeed.com AND Format=video","Site x Format","buzzfeed.com_video",33172,0.014169,0.010739,1.319,1.319,1.32,0.012897,0.01544,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
79,"Publisher=nytimes.com AND Format=video","Site x Format","nytimes.com_video",33229,0.014114,0.010739,1.314,1.314,1.31,0.012846,0.015383,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
80,"Format=video AND Metro=Dallas-Ft. Worth","Format x Metro","video_Dallas-Ft. Worth",49838,0.014005,0.010739,1.304,1.304,1.3,0.012974,0.015037,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
81,"Publisher=techcrunch.com AND Format=video","Site x Format","techcrunch.com_video",33146,0.013969,0.010739,1.301,1.301,1.3,0.012705,0.015232,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
268,"Publisher=cnet.com AND DeviceType=2","Site x Device","cnet.com_2",18991,0.003528,0.010739,0.329,0.329,0.33,0.002685,0.004371,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
269,"Publisher=variety.com AND DeviceType=2","Site x Device","variety.com_2",19196,0.00349,0.010739,0.325,0.325,0.33,0.002656,0.004325,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
270,"Publisher=tmz.com AND DeviceType=2","Site x Device","tmz.com_2",19106,0.003454,0.010739,0.322,0.322,0.32,0.002622,0.004286,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
271,"DeviceType=2 AND Genre=News","Device x Genre","2_News",9275,0.00345,0.010739,0.321,0.321,0.32,0.002257,0.004643,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
247,"Format=banner AND Metro=Dallas-Ft. Worth","Format x Metro","banner_Dallas-Ft. Worth",100009,0.005569,0.010739,0.519,0.519,0.52,0.005108,0.006031,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
248,"Publisher=cnn.com AND Format=banner","Site x Format","cnn.com_banner",66471,0.005476,0.010739,0.51,0.51,0.51,0.004915,0.006037,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
249,"DeviceType=2 AND Genre=Comedy","Device x Genre","2_Comedy",9476,0.005382,0.010739,0.501,0.501,0.5,0.003909,0.006855,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
250,"Publisher=cnet.com AND Format=banner","Site x Format","cnet.com_banner",67553,0.005359,0.010739,0.499,0.499,0.5,0.004808,0.005909,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
23,"DeviceType=7 AND Genre=Comedy","Device x Genre","7_Comedy",9299,0.018712,0.010739,1.742,1.742,1.74,0.015958,0.021466,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
24,"Publisher=washingtonpost.com AND Format=native","Site x Format","washingtonpost.com_native",33466,0.018496,0.010739,1.722,1.722,1.72,0.017053,0.01994,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
25,"Format=native AND Metro=New York","Format x Metro","native_New York",50229,0.018276,0.010739,1.702,1.702,1.7,0.017105,0.019448,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
26,"DeviceType=3 AND Genre=Comedy","Device x Genre","3_Comedy",9532,0.018044,0.010739,1.68,1.68,1.68,0.015372,0.020717,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
192,"Publisher=bbc.com AND DeviceType=1","Site x Device","bbc.com_1",18843,0.008863,0.010739,0.825,0.825,0.83,0.007524,0.010201,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
193,"DeviceType=5","DEVICE_TYPE","5",286232,0.008856,0.010739,0.825,0.825,0.82,0.008513,0.0092,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
194,"Publisher=foxnews.com AND DeviceType=1","Site x Device","foxnews.com_1",18986,0.008796,0.010739,0.819,0.819,0.82,0.007468,0.010124,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
195,"Publisher=tmz.com AND DeviceType=4","Site x Device","tmz.com_4",19067,0.008601,0.010739,0.801,0.801,0.8,0.00729,0.009912,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
205,"Publisher=forbes.com AND DeviceType=5","Site x Device","forbes.com_5",19018,0.007992,0.010739,0.744,0.744,0.74,0.006727,0.009258,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
206,"DeviceType=6","DEVICE_TYPE","6",285421,0.007925,0.010739,0.738,0.738,0.74,0.0076,0.00825,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
207,"Genre=News","CONTENT_GENRE","News",65658,0.007859,0.010739,0.732,0.732,0.73,0.007183,0.008534,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
208,"Publisher=people.com AND Format=banner","Site x Format","people.com_banner",66754,0.007835,0.010739,0.73,0.73,0.73,0.007166,0.008504,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
234,"DeviceType=5 AND Genre=News","Device x Genre","5_News",9519,0.006198,0.010739,0.577,0.577,0.58,0.004621,0.007775,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
235,"Format=banner","AD_FORMAT","banner",1000615,0.006115,0.010739,0.569,0.569,0.57,0.005962,0.006268,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
236,"Format=banner AND Metro=Atlanta","Format x Metro","banner_Atlanta",100701,0.006067,0.010739,0.565,0.565,0.56,0.005588,0.006547,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
237,"Publisher=buzzfeed.com AND Format=banner","Site x Format","buzzfeed.com_banner",66606,0.006051,0.010739,0.563,0.563,0.56,0.005462,0.006639,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
238,"Publisher=espn.com AND DeviceType=2","Site x Device","espn.com_2",19013,0.006048,0.010739,0.563,0.563,0.56,0.004946,0.007151,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
150,"Publisher=nytimes.com","SITE_DOMAIN","nytimes.com",133105,0.010728,0.010739,0.999,0.999,1,0.010175,0.011282,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
151,"PubName=TWC Digital","PUBLISHER_NAME","TWC Digital",250507,0.010662,0.010739,0.993,0.993,0.99,0.01026,0.011065,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
152,"PubName=Meredith Corp","PUBLISHER_NAME","Meredith Corp",249686,0.010661,0.010739,0.993,0.993,0.99,0.010259,0.011064,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
222,"Publisher=techcrunch.com AND DeviceType=6","Site x Device","techcrunch.com_6",18976,0.006798,0.010739,0.633,0.633,0.63,0.005629,0.007967,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
223,"Publisher=bbc.com AND DeviceType=5","Site x Device","bbc.com_5",19117,0.006748,0.010739,0.628,0.628,0.63,0.005587,0.007908,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
224,"Publisher=tmz.com AND DeviceType=5","Site x Device","tmz.com_5",19259,0.006646,0.010739,0.619,0.619,0.62,0.005499,0.007794,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
225,"Publisher=bbc.com AND DeviceType=6","Site x Device","bbc.com_6",18899,0.006561,0.010739,0.611,0.611,0.61,0.00541,0.007712,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
132,"DeviceType=1","DEVICE_TYPE","1",285594,0.011303,0.010739,1.053,1.053,1.05,0.010915,0.01169,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
133,"Publisher=nytimes.com AND DeviceType=4","Site x Device","nytimes.com_4",18850,0.0113,0.010739,1.052,1.052,1.05,0.009791,0.012809,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
134,"DeviceType=6 AND Genre=Reality","Device x Genre","6_Reality",9233,0.011264,0.010739,1.049,1.049,1.05,0.009111,0.013417,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
135,"Format=native AND Metro=Phoenix","Format x Metro","native_Phoenix",50226,0.011229,0.010739,1.046,1.046,1.05,0.010308,0.012151,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
136,"Format=video AND Metro=Philadelphia","Format x Metro","video_Philadelphia",50285,0.011196,0.010739,1.043,1.043,1.04,0.010277,0.012116,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
145,"Publisher=people.com AND DeviceType=6","Site x Device","people.com_6",19217,0.010876,0.010739,1.013,1.013,1.01,0.009409,0.012342,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
146,"Metro=Chicago","GEO_METRO","Chicago",199645,0.010814,0.010739,1.007,1.007,1.01,0.010361,0.011268,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
147,"PubName=ESPN Digital","PUBLISHER_NAME","ESPN Digital",250793,0.010786,0.010739,1.004,1.004,1,0.010382,0.01119,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
148,"Format=video AND Metro=Phoenix","Format x Metro","video_Phoenix",50146,0.010749,0.010739,1.001,1.001,1,0.009846,0.011651,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
149,"Publisher=bbc.com AND DeviceType=4","Site x Device","bbc.com_4",19180,0.01074,0.010739,1,1,1,0.009282,0.012199,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
256,"Format=banner AND Metro=Denver","Format x Metro","banner_Denver",99638,0.005078,0.010739,0.473,0.473,0.47,0.004637,0.00552,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
257,"Format=banner AND Metro=Philadelphia","Format x Metro","banner_Philadelphia",100344,0.004973,0.010739,0.463,0.463,0.46,0.004538,0.005408,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
258,"DeviceType=2","DEVICE_TYPE","2",285547,0.004703,0.010739,0.438,0.438,0.44,0.004452,0.004954,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
226,"Publisher=cnn.com AND DeviceType=6","Site x Device","cnn.com_6",18827,0.006533,0.010739,0.608,0.608,0.61,0.005382,0.007684,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
227,"Publisher=variety.com AND DeviceType=6","Site x Device","variety.com_6",19167,0.006522,0.010739,0.607,0.607,0.61,0.005382,0.007661,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
228,"Publisher=forbes.com AND DeviceType=6","Site x Device","forbes.com_6",19071,0.00645,0.010739,0.601,0.601,0.6,0.005313,0.007586,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
229,"Publisher=theverge.com AND Format=banner","Site x Format","theverge.com_banner",66389,0.006432,0.010739,0.599,0.599,0.6,0.005824,0.00704,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
116,"DeviceType=4 AND Genre=Drama","Device x Genre","4_Drama",9485,0.012124,0.010739,1.129,1.129,1.13,0.009922,0.014327,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
117,"Publisher=espn.com AND DeviceType=6","Site x Device","espn.com_6",19084,0.012104,0.010739,1.127,1.127,1.13,0.010553,0.013656,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
118,"Metro=New York","GEO_METRO","New York",200065,0.012016,0.010739,1.119,1.119,1.12,0.011539,0.012494,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
119,"DeviceType=3 AND Genre=News","Device x Genre","3_News",9263,0.011983,0.010739,1.116,1.116,1.12,0.009767,0.014199,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
44,"DeviceType=3 AND Genre=Documentary","Device x Genre","3_Documentary",9536,0.015835,0.010739,1.475,1.475,1.47,0.013329,0.01834,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
45,"Genre=Reality","CONTENT_GENRE","Reality",65707,0.015828,0.010739,1.474,1.474,1.47,0.014874,0.016782,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
46,"DeviceType=1 AND Genre=Reality","Device x Genre","1_Reality",9359,0.015814,0.010739,1.473,1.473,1.47,0.013286,0.018341,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
196,"Publisher=nytimes.com AND DeviceType=5","Site x Device","nytimes.com_5",19083,0.008594,0.010739,0.8,0.8,0.8,0.007284,0.009904,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
197,"Metro=Philadelphia","GEO_METRO","Philadelphia",200809,0.008466,0.010739,0.788,0.788,0.79,0.008065,0.008866,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
198,"Publisher=theverge.com AND DeviceType=6","Site x Device","theverge.com_6",19004,0.008367,0.010739,0.779,0.779,0.78,0.007072,0.009662,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
199,"DeviceType=4 AND Genre=News","Device x Genre","4_News",9386,0.00831,0.010739,0.774,0.774,0.77,0.006474,0.010147,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
120,"Publisher=theverge.com AND Format=video","Site x Format","theverge.com_video",33551,0.011982,0.010739,1.116,1.116,1.12,0.010818,0.013146,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
121,"Publisher=washingtonpost.com AND DeviceType=4","Site x Device","washingtonpost.com_4",19031,0.011875,0.010739,1.106,1.106,1.11,0.010336,0.013414,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
122,"Publisher=variety.com AND Format=video","Site x Format","variety.com_video",33539,0.011837,0.010739,1.102,1.102,1.1,0.010679,0.012994,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
123,"Publisher=bbc.com AND Format=video","Site x Format","bbc.com_video",33559,0.0118,0.010739,1.099,1.099,1.1,0.010645,0.012955,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
259,"Publisher=buzzfeed.com AND DeviceType=2","Site x Device","buzzfeed.com_2",19030,0.004467,0.010739,0.416,0.416,0.42,0.003519,0.005414,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
260,"Publisher=forbes.com AND DeviceType=2","Site x Device","forbes.com_2",19270,0.004411,0.010739,0.411,0.411,0.41,0.003475,0.005347,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
261,"Publisher=theverge.com AND DeviceType=2","Site x Device","theverge.com_2",18874,0.004398,0.010739,0.41,0.41,0.41,0.003454,0.005342,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
262,"Format=banner AND Metro=Phoenix","Format x Metro","banner_Phoenix",99464,0.004383,0.010739,0.408,0.408,0.41,0.003973,0.004794,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
57,"Publisher=people.com AND DeviceType=4","Site x Device","people.com_4",18969,0.015288,0.010739,1.424,1.424,1.42,0.013542,0.017034,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
58,"Publisher=buzzfeed.com AND Format=native","Site x Format","buzzfeed.com_native",33058,0.015276,0.010739,1.423,1.423,1.42,0.013954,0.016598,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
59,"Format=video AND Metro=Atlanta","Format x Metro","video_Atlanta",50247,0.015265,0.010739,1.421,1.421,1.42,0.014193,0.016337,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
60,"Publisher=techcrunch.com AND DeviceType=7","Site x Device","techcrunch.com_7",18853,0.015117,0.010739,1.408,1.408,1.41,0.013375,0.016859,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
175,"Publisher=washingtonpost.com AND DeviceType=5","Site x Device","washingtonpost.com_5",18965,0.009702,0.010739,0.903,0.903,0.9,0.008307,0.011097,"NEUTRAL","PUBMATIC","2026-09-17","2026-10-17"
176,"Publisher=theverge.com AND DeviceType=4","Site x Device","theverge.com_4",18909,0.009572,0.010739,0.891,0.891,0.89,0.008184,0.01096,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
177,"Publisher=cnn.com AND DeviceType=1","Site x Device","cnn.com_1",19064,0.009494,0.010739,0.884,0.884,0.88,0.008118,0.010871,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
178,"Publisher=foxnews.com AND DeviceType=4","Site x Device","foxnews.com_4",19071,0.009386,0.010739,0.874,0.874,0.87,0.008017,0.010755,"SUPPRESS","PUBMATIC","2026-09-17","2026-10-17"
10,"Publisher=espn.com AND Format=video","Site x Format","espn.com_video",33230,0.022359,0.010739,2.082,2.082,2.08,0.02077,0.023949,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
11,"Publisher=people.com AND DeviceType=3","Site x Device","people.com_3",19344,0.022177,0.010739,2.065,2.065,2.07,0.020102,0.024253,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
12,"DeviceType=7 AND Genre=Reality","Device x Genre","7_Reality",9359,0.022011,0.010739,2.05,2.05,2.05,0.019038,0.024983,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
13,"Genre=Sports","CONTENT_GENRE","Sports",66298,0.021207,0.010739,1.975,1.975,1.97,0.020111,0.022304,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
14,"Publisher=people.com AND DeviceType=7","Site x Device","people.com_7",19054,0.02115,0.010739,1.97,1.97,1.97,0.019107,0.023193,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
15,"Format=native AND Metro=Houston","Format x Metro","native_Houston",49744,0.020606,0.010739,1.919,1.919,1.92,0.019357,0.021854,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
16,"Publisher=weather.com AND Format=native","Site x Format","weather.com_native",33036,0.020432,0.010739,1.903,1.903,1.9,0.018907,0.021958,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
17,"Publisher=weather.com AND DeviceType=7","Site x Device","weather.com_7",19257,0.0202,0.010739,1.881,1.881,1.88,0.018213,0.022188,"BOOST","PUBMATIC","2026-09-17","2026-10-17"
