"SITE_DOMAIN","AD_FORMAT","DEVICE_TYPE_LABEL","GEO_DMA","CONTENT_GENRE","IMPRESSIONS","PURCHASES","PURCHASE_RATE","YIELD_MULTIPLIER","SUPPORT"
"foxnews.com","native","Personal Computer","Atlanta","",411,1,0.00243,0.652,411
"buzzfeed.com","banner","Mobile/Tablet","Miami","",742,5,0.00674,1.805,742
"espn.com","video","Personal Computer","Atlanta","",421,0,0.00000,0.000,421
"washingtonpost.com","video","Set Top Box","Houston","",362,1,0.00276,0.740,362
"cnn.com","video","Tablet","New York","",358,1,0.00279,0.748,358
"people.com","banner","Connected TV","Philadelphia","",729,5,0.00686,1.837,729
"forbes.com","banner","Personal Computer","Miami","",760,1,0.00132,0.353,760
"bbc.com","native","Connected TV","Denver","",386,1,0.00259,0.694,386
"foxnews.com","video","Mobile/Tablet","Denver","",420,0,0.00000,0.000,420
"forbes.com","native","Connected TV","Phoenix","",369,2,0.00542,1.452,369
"techcrunch.com","video","Set Top Box","Los Angeles","",339,1,0.00295,0.790,339
"espn.com","native","Connected Device","Phoenix","",386,0,0.00000,0.000,386
"forbes.com","banner","Tablet","Chicago","",697,3,0.00430,1.153,697
"forbes.com","video","Connected TV","Phoenix","",376,3,0.00798,2.137,376
"people.com","video","Personal Computer","Chicago","",344,0,0.00000,0.000,344
"people.com","video","Phone","Chicago","",363,1,0.00276,0.738,363
"tmz.com","native","Phone","Miami","",410,3,0.00732,1.960,410
"bbc.com","video","Mobile/Tablet","Atlanta","",390,2,0.00513,1.374,390
"theverge.com","video","Tablet","New York","",372,0,0.00000,0.000,372
"buzzfeed.com","native","Set Top Box","Houston","",364,2,0.00550,1.472,364
"nytimes.com","native","Set Top Box","Philadelphia","",367,2,0.00545,1.460,367
"bbc.com","video","Phone","Miami","",377,1,0.00265,0.711,377
"theverge.com","video","Tablet","Phoenix","",383,1,0.00261,0.699,383
"techcrunch.com","native","Mobile/Tablet","Houston","",377,0,0.00000,0.000,377
"tmz.com","native","Connected TV","Chicago","",378,2,0.00529,1.417,378
"buzzfeed.com","video","Connected TV","Houston","",362,0,0.00000,0.000,362
"forbes.com","native","Connected Device","Phoenix","",376,3,0.00798,2.137,376
"cnn.com","video","Tablet","Los Angeles","",389,1,0.00257,0.689,389
"forbes.com","banner","Set Top Box","Denver","",764,2,0.00262,0.701,764
"foxnews.com","native","Connected Device","Phoenix","",371,1,0.00270,0.722,371
"tmz.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",797,2,0.00251,0.672,797
"buzzfeed.com","video","Personal Computer","New York","",360,3,0.00833,2.232,360
"buzzfeed.com","banner","Phone","Houston","",782,1,0.00128,0.343,782
"theverge.com","native","Mobile/Tablet","Los Angeles","",399,3,0.00752,2.014,399
"variety.com","banner","Personal Computer","New York","",738,3,0.00407,1.089,738
"weather.com","banner","Connected Device","Denver","",730,2,0.00274,0.734,730
"buzzfeed.com","native","Tablet","Los Angeles","",392,0,0.00000,0.000,392
"nytimes.com","banner","Personal Computer","Denver","",784,2,0.00255,0.683,784
"espn.com","video","Phone","Philadelphia","",389,3,0.00771,2.066,389
"weather.com","native","Connected TV","Phoenix","",374,2,0.00535,1.433,374
"cnn.com","banner","Mobile/Tablet","Atlanta","",774,1,0.00129,0.346,774
"people.com","banner","Connected TV","Denver","",763,5,0.00655,1.755,763
"techcrunch.com","native","Connected TV","Miami","",386,0,0.00000,0.000,386
"theverge.com","native","Set Top Box","Los Angeles","",354,2,0.00565,1.514,354
"washingtonpost.com","video","Personal Computer","Dallas-Ft. Worth","",373,4,0.01072,2.873,373
"people.com","native","Tablet","Miami","",348,2,0.00575,1.540,348
"foxnews.com","video","Personal Computer","Denver","",402,1,0.00249,0.666,402
"weather.com","native","Phone","Denver","",394,0,0.00000,0.000,394
"buzzfeed.com","native","Mobile/Tablet","New York","",395,1,0.00253,0.678,395
"foxnews.com","native","Personal Computer","Phoenix","",386,3,0.00777,2.082,386
"cnet.com","native","Mobile/Tablet","New York","",366,3,0.00820,2.196,366
"cnet.com","native","Phone","Chicago","",397,0,0.00000,0.000,397
"nytimes.com","native","Tablet","Phoenix","",395,2,0.00506,1.356,395
"bbc.com","native","Personal Computer","Los Angeles","",408,0,0.00000,0.000,408
"people.com","banner","Set Top Box","Miami","",780,4,0.00513,1.374,780
"variety.com","video","Connected Device","New York","",390,1,0.00256,0.687,390
"nytimes.com","native","Mobile/Tablet","Houston","",376,2,0.00532,1.425,376
"weather.com","native","Connected TV","Denver","",374,4,0.01070,2.865,374
"people.com","native","Phone","Philadelphia","",375,1,0.00267,0.714,375
"tmz.com","native","Connected Device","Chicago","",396,1,0.00253,0.676,396
"bbc.com","banner","Connected Device","Atlanta","",787,3,0.00381,1.021,787
"weather.com","native","Phone","Miami","",411,1,0.00243,0.652,411
"nytimes.com","banner","Connected TV","Philadelphia","",763,7,0.00917,2.458,763
"buzzfeed.com","banner","Connected TV","Phoenix","",760,2,0.00263,0.705,760
"techcrunch.com","native","Mobile/Tablet","New York","",386,4,0.01036,2.776,386
"foxnews.com","banner","Personal Computer","New York","",762,0,0.00000,0.000,762
"washingtonpost.com","banner","Phone","Atlanta","",743,5,0.00673,1.803,743
"washingtonpost.com","banner","Mobile/Tablet","Chicago","",793,2,0.00252,0.676,793
"techcrunch.com","banner","Tablet","Los Angeles","",757,2,0.00264,0.708,757
"espn.com","banner","Connected Device","Philadelphia","",753,5,0.00664,1.779,753
"tmz.com","native","Phone","Los Angeles","",362,1,0.00276,0.740,362
"theverge.com","native","Mobile/Tablet","Dallas-Ft. Worth","",408,0,0.00000,0.000,408
"washingtonpost.com","native","Phone","Phoenix","",377,2,0.00531,1.421,377
"tmz.com","native","Connected TV","Miami","",347,3,0.00865,2.316,347
"foxnews.com","banner","Connected TV","Atlanta","",793,7,0.00883,2.365,793
"foxnews.com","banner","Tablet","Miami","",757,3,0.00396,1.062,757
"people.com","banner","Connected Device","Phoenix","",777,1,0.00129,0.345,777
"espn.com","banner","Connected Device","Miami","",770,1,0.00130,0.348,770
"people.com","video","Set Top Box","Philadelphia","",376,1,0.00266,0.713,376
"foxnews.com","banner","Set Top Box","New York","",754,1,0.00133,0.355,754
"buzzfeed.com","banner","Tablet","New York","",773,3,0.00388,1.040,773
"variety.com","native","Connected TV","Chicago","",364,5,0.01374,3.680,364
"techcrunch.com","video","Connected Device","Miami","",377,3,0.00796,2.132,377
"techcrunch.com","video","Connected TV","Los Angeles","",336,0,0.00000,0.000,336
"weather.com","native","Tablet","Denver","",358,4,0.01117,2.993,358
"foxnews.com","native","Set Top Box","Philadelphia","",377,0,0.00000,0.000,377
"nytimes.com","native","Personal Computer","Dallas-Ft. Worth","",347,0,0.00000,0.000,347
"cnet.com","banner","Personal Computer","Houston","",715,0,0.00000,0.000,715
"weather.com","banner","Connected Device","Philadelphia","",788,7,0.00888,2.380,788
"people.com","native","Tablet","Atlanta","",386,1,0.00259,0.694,386
"forbes.com","native","Connected Device","Denver","",367,0,0.00000,0.000,367
"nytimes.com","video","Set Top Box","Denver","",391,2,0.00512,1.370,391
"variety.com","video","Phone","Philadelphia","",358,1,0.00279,0.748,358
"people.com","native","Phone","Dallas-Ft. Worth","",370,2,0.00541,1.448,370
"foxnews.com","video","Phone","Denver","",367,0,0.00000,0.000,367
"cnn.com","banner","Connected TV","Phoenix","",775,4,0.00516,1.383,775
"theverge.com","native","Set Top Box","Phoenix","",381,2,0.00525,1.406,381
"techcrunch.com","banner","Personal Computer","New York","",783,4,0.00511,1.369,783
"washingtonpost.com","banner","Set Top Box","Philadelphia","",829,4,0.00483,1.293,829
"weather.com","native","Tablet","Phoenix","",417,0,0.00000,0.000,417
"foxnews.com","banner","Tablet","New York","",691,0,0.00000,0.000,691
"bbc.com","native","Tablet","Houston","",367,3,0.00817,2.190,367
"weather.com","banner","Mobile/Tablet","Atlanta","",729,4,0.00549,1.470,729
"forbes.com","native","Personal Computer","New York","",392,2,0.00510,1.367,392
"foxnews.com","native","Phone","Miami","",382,0,0.00000,0.000,382
"theverge.com","native","Connected Device","Miami","",381,0,0.00000,0.000,381
"weather.com","banner","Tablet","Atlanta","",790,2,0.00253,0.678,790
"tmz.com","banner","Connected Device","New York","",761,1,0.00131,0.352,761
"theverge.com","native","Mobile/Tablet","Houston","",369,0,0.00000,0.000,369
"buzzfeed.com","banner","Connected Device","Miami","",758,2,0.00264,0.707,758
"techcrunch.com","banner","Connected TV","Phoenix","",710,4,0.00563,1.509,710
"espn.com","native","Set Top Box","Atlanta","",411,1,0.00243,0.652,411
"cnn.com","video","Personal Computer","Chicago","",373,0,0.00000,0.000,373
"tmz.com","video","Connected Device","Houston","",409,0,0.00000,0.000,409
"buzzfeed.com","video","Mobile/Tablet","Los Angeles","",377,1,0.00265,0.711,377
"cnet.com","banner","Connected Device","New York","",810,2,0.00247,0.661,810
"cnet.com","banner","Tablet","Atlanta","",773,0,0.00000,0.000,773
"bbc.com","banner","Mobile/Tablet","New York","",778,5,0.00643,1.722,778
"tmz.com","native","Tablet","Philadelphia","",359,3,0.00836,2.239,359
"espn.com","banner","Phone","New York","",701,2,0.00285,0.764,701
"people.com","banner","Connected Device","New York","",794,6,0.00756,2.024,794
"forbes.com","native","Set Top Box","Atlanta","",375,0,0.00000,0.000,375
"people.com","banner","Connected TV","Miami","",761,6,0.00788,2.112,761
"cnn.com","banner","Connected Device","Denver","",765,2,0.00261,0.700,765
"washingtonpost.com","native","Connected Device","Philadelphia","",348,0,0.00000,0.000,348
"buzzfeed.com","banner","Connected Device","Los Angeles","",774,4,0.00517,1.384,774
"weather.com","video","Connected Device","Miami","",369,1,0.00271,0.726,369
"people.com","video","Connected Device","Dallas-Ft. Worth","",390,1,0.00256,0.687,390
"nytimes.com","native","Personal Computer","Atlanta","",363,1,0.00276,0.738,363
"cnet.com","video","Set Top Box","Chicago","",392,2,0.00510,1.367,392
"variety.com","video","Personal Computer","Denver","",380,0,0.00000,0.000,380
"variety.com","video","Tablet","Houston","",384,2,0.00521,1.395,384
"buzzfeed.com","banner","Personal Computer","Philadelphia","",815,2,0.00245,0.657,815
"tmz.com","banner","Connected Device","Phoenix","",744,1,0.00134,0.360,744
"weather.com","native","Connected Device","Philadelphia","",364,3,0.00824,2.208,364
"foxnews.com","banner","Mobile/Tablet","New York","",699,2,0.00286,0.766,699
"espn.com","video","Phone","Phoenix","",387,0,0.00000,0.000,387
"tmz.com","video","Mobile/Tablet","Houston","",377,2,0.00531,1.421,377
"techcrunch.com","video","Connected TV","Atlanta","",388,4,0.01031,2.762,388
"theverge.com","video","Personal Computer","New York","",392,3,0.00765,2.050,392
"forbes.com","video","Personal Computer","Denver","",393,3,0.00763,2.045,393
"people.com","banner","Tablet","Miami","",738,6,0.00813,2.178,738
"tmz.com","banner","Tablet","Phoenix","",761,3,0.00394,1.056,761
"foxnews.com","banner","Connected TV","Phoenix","",767,4,0.00522,1.397,767
"cnet.com","banner","Connected TV","Philadelphia","",795,6,0.00755,2.022,795
"theverge.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",746,1,0.00134,0.359,746
"variety.com","native","Set Top Box","Dallas-Ft. Worth","",362,2,0.00553,1.480,362
"espn.com","banner","Connected TV","Philadelphia","",762,5,0.00656,1.758,762
"people.com","video","Set Top Box","Los Angeles","",410,0,0.00000,0.000,410
"weather.com","video","Phone","Miami","",419,1,0.00239,0.639,419
"espn.com","native","Phone","Denver","",368,2,0.00544,1.456,368
"weather.com","native","Phone","Houston","",360,0,0.00000,0.000,360
"espn.com","banner","Personal Computer","Denver","",766,3,0.00392,1.049,766
"people.com","native","Connected Device","Dallas-Ft. Worth","",386,3,0.00777,2.082,386
"tmz.com","banner","Personal Computer","Dallas-Ft. Worth","",812,0,0.00000,0.000,812
"techcrunch.com","native","Connected TV","Phoenix","",394,3,0.00761,2.040,394
"cnn.com","video","Connected TV","Miami","",388,2,0.00516,1.381,388
"buzzfeed.com","banner","Personal Computer","Dallas-Ft. Worth","",756,7,0.00926,2.480,756
"variety.com","banner","Mobile/Tablet","Los Angeles","",761,3,0.00394,1.056,761
"espn.com","banner","Personal Computer","Chicago","",722,3,0.00416,1.113,722
"washingtonpost.com","banner","Phone","New York","",761,0,0.00000,0.000,761
"washingtonpost.com","banner","Connected Device","Dallas-Ft. Worth","",750,2,0.00267,0.714,750
"forbes.com","video","Set Top Box","Houston","",422,0,0.00000,0.000,422
"espn.com","video","Set Top Box","Denver","",381,2,0.00525,1.406,381
"cnet.com","banner","Mobile/Tablet","Denver","",789,1,0.00127,0.339,789
"forbes.com","native","Connected TV","Philadelphia","",421,1,0.00238,0.636,421
"tmz.com","banner","Mobile/Tablet","Denver","",796,3,0.00377,1.010,796
"theverge.com","banner","Mobile/Tablet","Miami","",738,3,0.00407,1.089,738
"nytimes.com","video","Mobile/Tablet","Chicago","",349,2,0.00573,1.535,349
"bbc.com","banner","Mobile/Tablet","Philadelphia","",750,4,0.00533,1.429,750
"variety.com","native","Set Top Box","Atlanta","",424,0,0.00000,0.000,424
"variety.com","native","Connected TV","New York","",379,3,0.00792,2.121,379
"cnet.com","video","Connected Device","Dallas-Ft. Worth","",372,0,0.00000,0.000,372
"bbc.com","native","Personal Computer","Phoenix","",396,2,0.00505,1.353,396
"espn.com","video","Personal Computer","Miami","",384,2,0.00521,1.395,384
"theverge.com","banner","Phone","Philadelphia","",726,3,0.00413,1.107,726
"washingtonpost.com","video","Phone","Chicago","",391,2,0.00512,1.370,391
"forbes.com","native","Connected TV","Denver","",438,0,0.00000,0.000,438
"foxnews.com","native","Set Top Box","New York","",375,1,0.00267,0.714,375
"cnn.com","native","Personal Computer","Atlanta","",376,0,0.00000,0.000,376
"theverge.com","native","Mobile/Tablet","Phoenix","",369,0,0.00000,0.000,369
"cnet.com","video","Set Top Box","Miami","",382,1,0.00262,0.701,382
"cnn.com","video","Personal Computer","New York","",433,2,0.00462,1.237,433
"variety.com","native","Set Top Box","Houston","",405,0,0.00000,0.000,405
"foxnews.com","video","Set Top Box","Atlanta","",388,0,0.00000,0.000,388
"espn.com","banner","Phone","Dallas-Ft. Worth","",762,4,0.00525,1.406,762
"bbc.com","banner","Connected TV","Houston","",774,5,0.00646,1.731,774
"buzzfeed.com","native","Phone","Denver","",349,0,0.00000,0.000,349
"bbc.com","video","Set Top Box","Los Angeles","",371,1,0.00270,0.722,371
"techcrunch.com","native","Personal Computer","Chicago","",392,0,0.00000,0.000,392
"weather.com","native","Connected TV","Dallas-Ft. Worth","",401,2,0.00499,1.336,401
"theverge.com","banner","Mobile/Tablet","Houston","",779,2,0.00257,0.688,779
"weather.com","video","Phone","New York","",378,1,0.00265,0.709,378
"forbes.com","banner","Connected Device","Chicago","",775,1,0.00129,0.346,775
"cnn.com","video","Connected Device","Phoenix","",368,0,0.00000,0.000,368
"bbc.com","video","Tablet","Denver","",364,2,0.00550,1.472,364
"bbc.com","native","Connected TV","Dallas-Ft. Worth","",369,3,0.00813,2.178,369
"espn.com","native","Tablet","Atlanta","",391,0,0.00000,0.000,391
"buzzfeed.com","banner","Mobile/Tablet","Atlanta","",765,7,0.00915,2.451,765
"cnn.com","banner","Phone","Philadelphia","",755,3,0.00397,1.065,755
"variety.com","banner","Set Top Box","New York","",750,3,0.00400,1.072,750
"techcrunch.com","banner","Connected TV","Atlanta","",796,1,0.00126,0.336,796
"washingtonpost.com","native","Mobile/Tablet","Denver","",384,2,0.00521,1.395,384
"forbes.com","video","Tablet","Dallas-Ft. Worth","",367,2,0.00545,1.460,367
"cnet.com","banner","Tablet","Los Angeles","",780,2,0.00256,0.687,780
"cnet.com","video","Personal Computer","Miami","",367,2,0.00545,1.460,367
"buzzfeed.com","banner","Phone","Phoenix","",767,4,0.00522,1.397,767
"techcrunch.com","native","Tablet","Dallas-Ft. Worth","",393,2,0.00509,1.363,393
"cnn.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",718,2,0.00279,0.746,718
"forbes.com","banner","Phone","Dallas-Ft. Worth","",761,3,0.00394,1.056,761
"variety.com","banner","Connected Device","Philadelphia","",768,5,0.00651,1.744,768
"people.com","video","Tablet","Chicago","",382,1,0.00262,0.701,382
"weather.com","video","Mobile/Tablet","New York","",340,2,0.00588,1.576,340
"forbes.com","banner","Personal Computer","New York","",780,0,0.00000,0.000,780
"nytimes.com","video","Tablet","Phoenix","",378,1,0.00265,0.709,378
"forbes.com","banner","Mobile/Tablet","Miami","",717,2,0.00279,0.747,717
"variety.com","native","Connected TV","Houston","",386,3,0.00777,2.082,386
"foxnews.com","video","Tablet","Dallas-Ft. Worth","",335,1,0.00299,0.800,335
"techcrunch.com","banner","Set Top Box","Phoenix","",745,3,0.00403,1.079,745
"tmz.com","native","Connected Device","New York","",397,1,0.00252,0.675,397
"techcrunch.com","banner","Personal Computer","Miami","",778,2,0.00257,0.689,778
"espn.com","video","Connected TV","Chicago","",419,1,0.00239,0.639,419
"people.com","native","Phone","Chicago","",367,2,0.00545,1.460,367
"people.com","native","Connected Device","Chicago","",382,2,0.00524,1.403,382
"buzzfeed.com","banner","Connected Device","Dallas-Ft. Worth","",765,2,0.00261,0.700,765
"cnn.com","native","Personal Computer","Houston","",397,2,0.00504,1.350,397
"techcrunch.com","banner","Connected Device","Atlanta","",728,1,0.00137,0.368,728
"cnet.com","banner","Personal Computer","Atlanta","",785,6,0.00764,2.047,785
"bbc.com","native","Connected TV","Philadelphia","",383,2,0.00522,1.399,383
"bbc.com","video","Connected Device","Denver","",409,0,0.00000,0.000,409
"bbc.com","banner","Phone","Denver","",763,3,0.00393,1.053,763
"bbc.com","banner","Tablet","Chicago","",742,1,0.00135,0.361,742
"cnn.com","banner","Tablet","New York","",760,3,0.00395,1.057,760
"cnn.com","native","Phone","New York","",367,3,0.00817,2.190,367
"bbc.com","banner","Connected Device","Philadelphia","",809,2,0.00247,0.662,809
"cnet.com","video","Tablet","New York","",383,0,0.00000,0.000,383
"tmz.com","video","Set Top Box","New York","",383,0,0.00000,0.000,383
"washingtonpost.com","native","Tablet","Miami","",410,1,0.00244,0.653,410
"cnet.com","video","Personal Computer","New York","",382,4,0.01047,2.805,382
"theverge.com","native","Set Top Box","New York","",339,0,0.00000,0.000,339
"foxnews.com","native","Set Top Box","Miami","",382,0,0.00000,0.000,382
"espn.com","video","Phone","Los Angeles","",392,2,0.00510,1.367,392
"forbes.com","native","Personal Computer","Chicago","",369,0,0.00000,0.000,369
"weather.com","native","Connected Device","Atlanta","",413,1,0.00242,0.649,413
"people.com","native","Set Top Box","Los Angeles","",399,2,0.00501,1.343,399
"tmz.com","video","Personal Computer","Philadelphia","",384,0,0.00000,0.000,384
"espn.com","native","Set Top Box","Philadelphia","",414,0,0.00000,0.000,414
"people.com","native","Set Top Box","Phoenix","",391,2,0.00512,1.370,391
"bbc.com","native","Tablet","Philadelphia","",371,0,0.00000,0.000,371
"washingtonpost.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",715,3,0.00420,1.124,715
"espn.com","video","Connected Device","Chicago","",381,0,0.00000,0.000,381
"variety.com","banner","Personal Computer","Phoenix","",743,3,0.00404,1.082,743
"people.com","video","Phone","Atlanta","",387,0,0.00000,0.000,387
"espn.com","video","Connected TV","Denver","",377,4,0.01061,2.842,377
"foxnews.com","native","Set Top Box","Los Angeles","",379,4,0.01055,2.827,379
"cnn.com","banner","Connected TV","Atlanta","",756,1,0.00132,0.354,756
"tmz.com","banner","Set Top Box","New York","",736,3,0.00408,1.092,736
"people.com","video","Tablet","Denver","",376,1,0.00266,0.713,376
"foxnews.com","video","Set Top Box","Los Angeles","",370,5,0.01351,3.620,370
"weather.com","video","Phone","Dallas-Ft. Worth","",400,2,0.00500,1.339,400
"espn.com","banner","Tablet","Houston","",792,7,0.00884,2.368,792
"foxnews.com","native","Set Top Box","Phoenix","",398,3,0.00754,2.019,398
"tmz.com","banner","Phone","Denver","",759,1,0.00132,0.353,759
"forbes.com","banner","Set Top Box","Philadelphia","",752,1,0.00133,0.356,752
"washingtonpost.com","native","Phone","New York","",375,0,0.00000,0.000,375
"bbc.com","video","Connected TV","Philadelphia","",378,4,0.01058,2.835,378
"techcrunch.com","banner","Mobile/Tablet","Denver","",710,1,0.00141,0.377,710
"foxnews.com","banner","Mobile/Tablet","Philadelphia","",850,4,0.00471,1.261,850
"people.com","banner","Connected Device","Los Angeles","",776,4,0.00516,1.381,776
"theverge.com","native","Phone","Miami","",392,0,0.00000,0.000,392
"people.com","banner","Set Top Box","Dallas-Ft. Worth","",769,5,0.00650,1.742,769
"washingtonpost.com","native","Phone","Denver","",425,0,0.00000,0.000,425
"techcrunch.com","native","Tablet","New York","",416,4,0.00962,2.576,416
"espn.com","native","Tablet","Chicago","",372,1,0.00269,0.720,372
"variety.com","native","Personal Computer","Chicago","",388,0,0.00000,0.000,388
"theverge.com","video","Connected TV","Houston","",378,0,0.00000,0.000,378
"theverge.com","video","Tablet","Los Angeles","",397,0,0.00000,0.000,397
"variety.com","banner","Personal Computer","Chicago","",794,2,0.00252,0.675,794
"washingtonpost.com","video","Phone","Miami","",384,2,0.00521,1.395,384
"bbc.com","native","Tablet","Los Angeles","",380,0,0.00000,0.000,380
"forbes.com","native","Set Top Box","Los Angeles","",379,1,0.00264,0.707,379
"bbc.com","banner","Personal Computer","Miami","",778,6,0.00771,2.066,778
"buzzfeed.com","video","Connected Device","Denver","",358,3,0.00838,2.245,358
"washingtonpost.com","banner","Tablet","Miami","",710,3,0.00423,1.132,710
"nytimes.com","video","Connected Device","Atlanta","",409,1,0.00245,0.655,409
"weather.com","banner","Connected TV","Philadelphia","",781,2,0.00256,0.686,781
"theverge.com","video","Connected Device","Phoenix","",399,5,0.01253,3.357,399
"tmz.com","banner","Phone","Atlanta","",742,2,0.00270,0.722,742
"forbes.com","banner","Connected TV","Denver","",817,4,0.00490,1.312,817
"cnet.com","video","Tablet","Phoenix","",390,1,0.00256,0.687,390
"forbes.com","banner","Connected Device","Miami","",810,1,0.00124,0.331,810
"variety.com","banner","Personal Computer","Denver","",790,5,0.00633,1.695,790
"nytimes.com","banner","Personal Computer","Philadelphia","",780,3,0.00385,1.030,780
"tmz.com","banner","Set Top Box","Philadelphia","",738,4,0.00542,1.452,738
"nytimes.com","video","Tablet","Philadelphia","",380,1,0.00263,0.705,380
"foxnews.com","video","Personal Computer","Philadelphia","",395,4,0.01013,2.713,395
"cnet.com","native","Personal Computer","Miami","",404,1,0.00248,0.663,404
"espn.com","banner","Mobile/Tablet","Los Angeles","",775,4,0.00516,1.383,775
"washingtonpost.com","video","Connected Device","Miami","",384,2,0.00521,1.395,384
"variety.com","video","Mobile/Tablet","Dallas-Ft. Worth","",354,2,0.00565,1.514,354
"techcrunch.com","native","Phone","Philadelphia","",343,2,0.00583,1.562,343
"weather.com","native","Personal Computer","Chicago","",376,3,0.00798,2.137,376
"cnet.com","video","Phone","New York","",386,2,0.00518,1.388,386
"bbc.com","native","Connected Device","Chicago","",372,0,0.00000,0.000,372
"weather.com","video","Set Top Box","Philadelphia","",380,1,0.00263,0.705,380
"bbc.com","video","Personal Computer","New York","",385,2,0.00520,1.392,385
"techcrunch.com","native","Phone","New York","",367,1,0.00273,0.730,367
"variety.com","video","Phone","Los Angeles","",369,0,0.00000,0.000,369
"foxnews.com","video","Tablet","Houston","",400,0,0.00000,0.000,400
"cnet.com","video","Connected Device","Denver","",371,2,0.00539,1.444,371
"foxnews.com","video","Connected TV","Philadelphia","",384,3,0.00781,2.093,384
"variety.com","native","Connected TV","Phoenix","",356,0,0.00000,0.000,356
"bbc.com","native","Personal Computer","Chicago","",339,0,0.00000,0.000,339
"theverge.com","native","Phone","Denver","",378,3,0.00794,2.126,378
"theverge.com","video","Set Top Box","Los Angeles","",380,1,0.00263,0.705,380
"cnet.com","video","Tablet","Atlanta","",356,0,0.00000,0.000,356
"washingtonpost.com","native","Connected TV","Houston","",414,2,0.00483,1.294,414
"people.com","banner","Mobile/Tablet","Chicago","",772,6,0.00777,2.082,772
"people.com","video","Personal Computer","Dallas-Ft. Worth","",372,2,0.00538,1.440,372
"foxnews.com","banner","Connected TV","New York","",772,6,0.00777,2.082,772
"foxnews.com","banner","Set Top Box","Phoenix","",781,3,0.00384,1.029,781
"washingtonpost.com","native","Personal Computer","Phoenix","",377,3,0.00796,2.132,377
"forbes.com","banner","Personal Computer","Phoenix","",782,2,0.00256,0.685,782
"tmz.com","video","Personal Computer","Denver","",393,1,0.00255,0.682,393
"weather.com","video","Personal Computer","Miami","",358,2,0.00559,1.497,358
"washingtonpost.com","video","Tablet","Atlanta","",402,1,0.00249,0.666,402
"cnet.com","video","Phone","Houston","",396,1,0.00253,0.676,396
"people.com","video","Personal Computer","Los Angeles","",410,1,0.00244,0.653,410
"cnet.com","video","Tablet","Miami","",370,2,0.00541,1.448,370
"techcrunch.com","banner","Connected Device","Chicago","",767,1,0.00130,0.349,767
"tmz.com","native","Mobile/Tablet","New York","",384,3,0.00781,2.093,384
"tmz.com","native","Phone","Chicago","",391,1,0.00256,0.685,391
"forbes.com","native","Personal Computer","Phoenix","",394,2,0.00508,1.360,394
"buzzfeed.com","native","Phone","Los Angeles","",396,0,0.00000,0.000,396
"nytimes.com","banner","Mobile/Tablet","Denver","",702,3,0.00427,1.145,702
"theverge.com","native","Connected TV","Chicago","",370,1,0.00270,0.724,370
"washingtonpost.com","native","Phone","Los Angeles","",373,1,0.00268,0.718,373
"foxnews.com","video","Connected TV","Denver","",382,1,0.00262,0.701,382
"foxnews.com","banner","Personal Computer","Los Angeles","",787,1,0.00127,0.340,787
"foxnews.com","native","Tablet","Phoenix","",392,0,0.00000,0.000,392
"theverge.com","native","Phone","Phoenix","",404,1,0.00248,0.663,404
"bbc.com","banner","Connected TV","Chicago","",773,2,0.00259,0.693,773
"forbes.com","video","Personal Computer","Houston","",377,2,0.00531,1.421,377
"foxnews.com","native","Tablet","Atlanta","",408,2,0.00490,1.313,408
"espn.com","native","Connected Device","Dallas-Ft. Worth","",359,1,0.00279,0.746,359
"variety.com","native","Set Top Box","Phoenix","",388,0,0.00000,0.000,388
"techcrunch.com","native","Personal Computer","Phoenix","",422,2,0.00474,1.269,422
"tmz.com","banner","Personal Computer","Houston","",778,3,0.00386,1.033,778
"buzzfeed.com","native","Connected Device","Houston","",370,2,0.00541,1.448,370
"theverge.com","banner","Personal Computer","Chicago","",739,3,0.00406,1.088,739
"washingtonpost.com","banner","Phone","Phoenix","",746,5,0.00670,1.795,746
"forbes.com","banner","Personal Computer","Dallas-Ft. Worth","",778,2,0.00257,0.689,778
"forbes.com","native","Mobile/Tablet","Denver","",408,0,0.00000,0.000,408
"foxnews.com","banner","Connected TV","Miami","",751,8,0.01065,2.853,751
"buzzfeed.com","video","Connected TV","Philadelphia","",372,1,0.00269,0.720,372
"tmz.com","video","Phone","Philadelphia","",360,2,0.00556,1.488,360
"buzzfeed.com","native","Mobile/Tablet","Phoenix","",375,1,0.00267,0.714,375
"tmz.com","native","Phone","Atlanta","",372,1,0.00269,0.720,372
"people.com","video","Mobile/Tablet","Los Angeles","",384,0,0.00000,0.000,384
"weather.com","video","Connected Device","Atlanta","",370,4,0.01081,2.896,370
"espn.com","native","Mobile/Tablet","Denver","",378,1,0.00265,0.709,378
"nytimes.com","native","Tablet","Miami","",387,2,0.00517,1.384,387
"forbes.com","video","Personal Computer","Phoenix","",364,2,0.00550,1.472,364
"theverge.com","banner","Set Top Box","Los Angeles","",753,5,0.00664,1.779,753
"cnet.com","video","Connected TV","Philadelphia","",387,1,0.00258,0.692,387
"people.com","native","Connected Device","Miami","",373,1,0.00268,0.718,373
"foxnews.com","banner","Phone","Miami","",775,3,0.00387,1.037,775
"nytimes.com","banner","Connected Device","Dallas-Ft. Worth","",772,2,0.00259,0.694,772
