"RULE_ID","PREDICATE","DIM","DIM_VALUE","SUPPORT","PURCHASE_RATE","BASELINE_RATE","RAW_LIFT","SHRUNK_LIFT","BID_MULTIPLIER","CI_LOWER","CI_UPPER","RULE_ACTION","SOURCE_PLATFORM","VALID_FROM","VALID_TO"
70,"Format=Venti AND Device=Phone","Format x Device","Venti_Phone",83864,0.015311,0.012703,1.205,1.205,1.21,0.014479,0.016142,"BOOST","KARGO","2026-09-22","2026-10-22"
71,"Format=Venti AND Event=video_midpoint","Format x Event","Venti_video_midpoint",33174,0.015223,0.012703,1.198,1.198,1.2,0.013905,0.01654,"BOOST","KARGO","2026-09-22","2026-10-22"
72,"Platform=Samsung TV AND Format=HighRise","Platform x Format","Samsung TV_HighRise",11036,0.015132,0.012703,1.191,1.191,1.19,0.012855,0.01741,"BOOST","KARGO","2026-09-22","2026-10-22"
10,"Format=Runway AND Device=Connected TV","Format x Device","Runway_Connected TV",82691,0.026605,0.012703,2.094,2.094,2.09,0.025508,0.027702,"BOOST","KARGO","2026-09-22","2026-10-22"
11,"Platform=Roku AND Format=Breakaway","Platform x Format","Roku_Breakaway",10964,0.025173,0.012703,1.982,1.982,1.98,0.022241,0.028106,"BOOST","KARGO","2026-09-22","2026-10-22"
12,"Platform=Apple TV AND Format=Breakaway","Platform x Format","Apple TV_Breakaway",11021,0.025134,0.012703,1.979,1.979,1.98,0.022211,0.028056,"BOOST","KARGO","2026-09-22","2026-10-22"
4,"Format=Breakaway AND Event=click","Format x Event","Breakaway_click",33320,0.030552,0.012703,2.405,2.405,2.41,0.028704,0.0324,"BOOST","KARGO","2026-09-22","2026-10-22"
5,"Format=Venti AND Event=video_complete","Format x Event","Venti_video_complete",33468,0.030238,0.012703,2.38,2.38,2.38,0.028403,0.032072,"BOOST","KARGO","2026-09-22","2026-10-22"
6,"Platform=Apple TV AND Format=Runway","Platform x Format","Apple TV_Runway",11129,0.029203,0.012703,2.299,2.299,2.3,0.026075,0.032331,"BOOST","KARGO","2026-09-22","2026-10-22"
142,"Format=Hover AND Event=video_firstquartile","Format x Event","Hover_video_firstquartile",33306,0.010358,0.012703,0.815,0.815,0.82,0.009271,0.011446,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
143,"Format=Hover AND Device=Tablet","Format x Device","Hover_Tablet",82566,0.00975,0.012703,0.768,0.768,0.77,0.00908,0.01042,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
144,"Format=ABA Display AND Device=Connected TV","Format x Device","ABA Display_Connected TV",83353,0.009598,0.012703,0.756,0.756,0.76,0.008936,0.01026,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
163,"Platform=Android TV AND Format=ABA Display","Platform x Format","Android TV_ABA Display",10973,0.006106,0.012703,0.481,0.481,0.48,0.004648,0.007563,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
164,"Format=Venti AND Device=Computer","Format x Device","Venti_Computer",83590,0.006041,0.012703,0.476,0.476,0.48,0.005516,0.006567,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
165,"Device=Computer AND DMA=denver","Device x DMA","Computer_denver",50451,0.006026,0.012703,0.474,0.474,0.47,0.00535,0.006701,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
106,"Platform=Android TV","DEVICE_PLATFORM","Android TV",66250,0.012709,0.012703,1.001,1.001,1,0.011856,0.013562,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
107,"DMA=dallas-ft. worth","GEO_DMA","dallas-ft. worth",200857,0.012696,0.012703,0.999,0.999,1,0.012206,0.013185,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
108,"Placement=Mobile Hover","PLACEMENT_NAME","Mobile Hover",333874,0.01269,0.012703,0.999,0.999,1,0.012311,0.01307,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
46,"Platform=Roku AND Format=Venti","Platform x Format","Roku_Venti",11024,0.018777,0.012703,1.478,1.478,1.48,0.016243,0.021311,"BOOST","KARGO","2026-09-22","2026-10-22"
47,"Platform=LG Smart TV AND Format=Runway","Platform x Format","LG Smart TV_Runway",10973,0.018773,0.012703,1.478,1.478,1.48,0.016234,0.021313,"BOOST","KARGO","2026-09-22","2026-10-22"
48,"Format=Runway AND Event=video_midpoint","Format x Event","Runway_video_midpoint",33106,0.018698,0.012703,1.472,1.472,1.47,0.017238,0.020157,"BOOST","KARGO","2026-09-22","2026-10-22"
169,"Event=impression","EVENT_TYPE","impression",600368,0.005683,0.012703,0.447,0.447,0.45,0.005493,0.005873,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
170,"Device=Computer","DEVICE_TYPE","Computer",501737,0.005622,0.012703,0.443,0.443,0.44,0.005416,0.005829,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
171,"Format=ABA Display AND Event=video_firstquartile","Format x Event","ABA Display_video_firstquartile",33475,0.005616,0.012703,0.442,0.442,0.44,0.004816,0.006417,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
115,"Placement=Runway Premium","PLACEMENT_NAME","Runway Premium",332986,0.012376,0.012703,0.974,0.974,0.97,0.012,0.012751,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
116,"DMA=new york","GEO_DMA","new york",200278,0.012328,0.012703,0.97,0.97,0.97,0.011845,0.012811,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
117,"Format=HighRise","CREATIVE_FORMAT","HighRise",334051,0.01222,0.012703,0.962,0.962,0.96,0.011847,0.012592,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
34,"Platform=Fire TV AND Format=Venti","Platform x Format","Fire TV_Venti",11252,0.01973,0.012703,1.553,1.553,1.55,0.01716,0.022299,"BOOST","KARGO","2026-09-22","2026-10-22"
35,"Device=Connected TV","DEVICE_TYPE","Connected TV",499555,0.019714,0.012703,1.552,1.552,1.55,0.019328,0.020099,"BOOST","KARGO","2026-09-22","2026-10-22"
36,"Device=Connected TV AND DMA=dallas-ft. worth","Device x DMA","Connected TV_dallas-ft. worth",50058,0.019637,0.012703,1.546,1.546,1.55,0.018422,0.020853,"BOOST","KARGO","2026-09-22","2026-10-22"
67,"Format=Breakaway","CREATIVE_FORMAT","Breakaway",334183,0.015429,0.012703,1.215,1.215,1.21,0.015011,0.015847,"BOOST","KARGO","2026-09-22","2026-10-22"
68,"Platform=Fire TV","DEVICE_PLATFORM","Fire TV",65981,0.015398,0.012703,1.212,1.212,1.21,0.014459,0.016338,"BOOST","KARGO","2026-09-22","2026-10-22"
69,"Platform=Android TV AND Format=Breakaway","Platform x Format","Android TV_Breakaway",11211,0.015342,0.012703,1.208,1.208,1.21,0.013067,0.017617,"BOOST","KARGO","2026-09-22","2026-10-22"
184,"Format=Venti AND Event=video_load","Format x Event","Venti_video_load",33325,0.004651,0.012703,0.366,0.366,0.37,0.003921,0.005382,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
185,"Format=Breakaway AND Event=video_load","Format x Event","Breakaway_video_load",33591,0.004495,0.012703,0.354,0.354,0.35,0.00378,0.005211,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
186,"Event=video_load","EVENT_TYPE","video_load",200760,0.00385,0.012703,0.303,0.303,0.3,0.003579,0.004121,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
121,"Format=Hover AND Event=video_midpoint","Format x Event","Hover_video_midpoint",33025,0.01187,0.012703,0.934,0.934,0.93,0.010702,0.013038,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
122,"Device=Tablet AND DMA=phoenix","Device x DMA","Tablet_phoenix",50376,0.011752,0.012703,0.925,0.925,0.93,0.010811,0.012693,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
123,"Format=Hover AND Device=Phone","Format x Device","Hover_Phone",83428,0.011699,0.012703,0.921,0.921,0.92,0.010969,0.012428,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
118,"Format=ABA Display AND Event=click","Format x Event","ABA Display_click",33052,0.012102,0.012703,0.953,0.953,0.95,0.010923,0.013281,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
119,"Platform=LG Smart TV AND Format=Hover","Platform x Format","LG Smart TV_Hover",10963,0.011949,0.012703,0.941,0.941,0.94,0.009915,0.013983,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
120,"Event=video_firstquartile","EVENT_TYPE","video_firstquartile",200135,0.011932,0.012703,0.939,0.939,0.94,0.011456,0.012408,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
13,"Format=Breakaway AND Device=Connected TV","Format x Device","Breakaway_Connected TV",83279,0.024844,0.012703,1.956,1.956,1.96,0.023787,0.025901,"BOOST","KARGO","2026-09-22","2026-10-22"
14,"Format=HighRise AND Event=video_complete","Format x Event","HighRise_video_complete",33491,0.024663,0.012703,1.942,1.942,1.94,0.023002,0.026324,"BOOST","KARGO","2026-09-22","2026-10-22"
15,"Event=click","EVENT_TYPE","click",199804,0.024454,0.012703,1.925,1.925,1.93,0.023777,0.025131,"BOOST","KARGO","2026-09-22","2026-10-22"
91,"Format=HighRise AND Device=Phone","Format x Device","HighRise_Phone",83545,0.013454,0.012703,1.059,1.059,1.06,0.012673,0.014235,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
92,"Platform=Samsung TV AND Format=Hover","Platform x Format","Samsung TV_Hover",10835,0.013383,0.012703,1.054,1.054,1.05,0.011219,0.015546,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
93,"Format=ABA Display AND Event=video_complete","Format x Event","ABA Display_video_complete",33374,0.013364,0.012703,1.052,1.052,1.05,0.012132,0.014596,"NEUTRAL","KARGO","2026-09-22","2026-10-22"
139,"Format=HighRise AND Device=Tablet","Format x Device","HighRise_Tablet",83784,0.010658,0.012703,0.839,0.839,0.84,0.009963,0.011354,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
140,"Device=Tablet AND DMA=miami","Device x DMA","Tablet_miami",49776,0.010628,0.012703,0.837,0.837,0.84,0.009727,0.011528,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
141,"Format=Venti AND Event=video_start","Format x Event","Venti_video_start",33572,0.010604,0.012703,0.835,0.835,0.83,0.009508,0.0117,"SUPPRESS","KARGO","2026-09-22","2026-10-22"
