"IMPRESSIONID","BRAND_ID","BRAND_NAME","PURCHASE_AMOUNT","TX_COUNT","PURCHASE_MONTH","MATCH_CODE","MATCH_LEVEL"
"dd032206-32cc-4301-b83c-c5a44db3e3a5",1144910,"Netflix",7.91,2,"2026-01-01","IPA1","HOUSEHOLD"
"1e9793fa-d9f7-4da7-9ec5-cebd117ddfca",1144750,"Target",8.93,6,"2026-07-01","IPA1","HOUSEHOLD"
"dc5c1015-2ca9-4399-9805-a3d47a283660",1144800,"Home Depot",7.86,1,"2026-07-01","IPA1","HOUSEHOLD"
"49be75ba-e60f-4a02-94b1-a937f7807cb0",1144721,"Starbucks",7.58,1,"2026-01-01","IPA1","HOUSEHOLD"
"7c2af519-fd3b-40f8-b8c7-8db320dec01e",1144800,"Home Depot",7.84,1,"2026-01-01","IPA1","HOUSEHOLD"
"b8d4f23f-44cf-45ad-8241-4da926caaf7b",1144722,"Chick-fil-A",7.5,1,"2026-05-01","IPA1","HOUSEHOLD"
"20e7ac4f-1b77-4290-98c1-5da627f7b35f",1144760,"Nike",7.63,1,"2026-01-01","IPA1","HOUSEHOLD"
"a7a249cb-9990-4f19-9685-b57d53cead2d",1144761,"Old Navy",7.59,1,"2025-10-01","IPA1","HOUSEHOLD"
"cc8c4bff-1764-43e8-8ab3-537ee4feebf4",1144790,"Apple",8.12,2,"2025-10-01","IPA1","HOUSEHOLD"
"26d63a03-af36-47a9-9877-c3cb0e6f5910",1144760,"Nike",7.75,1,"2026-01-01","IPA1","HOUSEHOLD"
"d303ad3a-0ebf-4908-8666-1b5d4de60e7e",1144760,"Nike",7.43,1,"2025-06-01","IPA1","HOUSEHOLD"
"fbb731ae-e5d7-4a01-8fda-194c29088c64",1144721,"Starbucks",8.51,4,"2025-06-01","IPA1","HOUSEHOLD"
"87434fe3-5282-4e51-a19a-dbc693ac29de",1144673,"Walmart Grocery",8.18,3,"2025-06-01","IPA1","HOUSEHOLD"
"6580ace9-7cbd-4cc5-a3e5-294c4e634f9e",1144761,"Old Navy",7.63,1,"2025-10-01","IPA1","HOUSEHOLD"
"dce1f5c2-c1da-4eff-93c0-24ed7c0fb24b",1144720,"McDonalds",7.96,2,"2025-10-01","IPA1","HOUSEHOLD"
"35d259c9-d5bd-4b35-8a10-ce33df04949c",1144722,"Chick-fil-A",7.81,1,"2025-10-01","IPA1","HOUSEHOLD"
"5e0df94f-557e-483e-a412-7ac8eebd5111",1144910,"Netflix",7.51,1,"2026-05-01","IPA1","HOUSEHOLD"
"04ab1c71-6bb5-46fa-8853-f57291b88c6d",1144800,"Home Depot",7.42,1,"2025-04-01","IPA1","HOUSEHOLD"
"d513f275-7fc0-472a-9793-dc883ca422b0",1144850,"Sephora",7.93,2,"2025-04-01","IPA1","HOUSEHOLD"
"982b86d8-a6ab-44cc-ac29-edb14ddae2ab",1144850,"Sephora",8.63,4,"2026-05-01","IPA1","HOUSEHOLD"
"3fb734a4-4fc7-4678-9257-cfbcde2a941f",1144722,"Chick-fil-A",7.54,1,"2026-05-01","IPA1","HOUSEHOLD"
"f5959900-2256-4d78-bcff-f69b3af0a496",1144722,"Chick-fil-A",7.82,1,"2026-07-01","IPA1","HOUSEHOLD"
"80b0dfd8-06cf-4659-ac77-b96657206c61",1144910,"Netflix",7.6,1,"2026-02-01","IPA1","HOUSEHOLD"
"a8cb70ea-9603-448a-bda2-9c0287223c31",1144721,"Starbucks",7.45,1,"2025-04-01","IPA1","HOUSEHOLD"
"8dd6cd3e-8170-42aa-8509-ad8d28c7bbc5",1144722,"Chick-fil-A",7.5,1,"2025-10-01","IPA1","HOUSEHOLD"
"03bad3b7-54e0-4313-8321-6f80ba6af373",1144850,"Sephora",7.84,1,"2025-10-01","IPA1","HOUSEHOLD"
"614ef231-7dff-4e66-a4a5-cf1ab945cc95",1144720,"McDonalds",7.78,1,"2026-07-01","IPA1","HOUSEHOLD"
"fbe85f27-b20e-4114-b16d-15a52d0fba86",1144750,"Target",7.73,1,"2026-04-01","IPA1","HOUSEHOLD"
"c999c9e1-f612-49ce-a9e2-a0904d4443ae",1144850,"Sephora",7.89,1,"2025-09-01","IPA1","HOUSEHOLD"
"b8769e38-3a8f-44f2-b406-53cfc4adaf48",1144780,"CVS",8.89,5,"2025-09-01","IPA1","HOUSEHOLD"
"31bfd4a2-2713-45b4-afc7-bbe6bb20d27a",1144760,"Nike",7.94,2,"2025-10-01","IPA1","HOUSEHOLD"
"188b3b93-eb7b-40ab-9b74-ee35d6367701",1144760,"Nike",8.02,2,"2026-05-01","IPA1","HOUSEHOLD"
"3cb4edf5-51ed-4a5a-a032-9c4f548e4a2c",1144800,"Home Depot",7.5,1,"2025-07-01","IPA1","HOUSEHOLD"
"4854106e-b27a-42a6-a879-7c7da20de591",1144750,"Target",7.41,1,"2025-10-01","IPA1","HOUSEHOLD"
"984c08f3-ca6b-466c-8e53-2adc9b93e27c",1144850,"Sephora",7.41,1,"2026-03-01","IPA1","HOUSEHOLD"
"c41e1a89-014e-4857-884c-28ab826a0dbb",1144760,"Nike",7.96,2,"2026-05-01","IPA1","HOUSEHOLD"
"5efdf2f2-04dc-4b8c-9881-575ea2f6ab91",1144673,"Walmart Grocery",7.49,1,"2026-03-01","IPA1","HOUSEHOLD"
"a880a7ff-bbff-4e65-b8ea-6ddb5ba9742d",1144720,"McDonalds",7.51,1,"2025-12-01","IPA1","HOUSEHOLD"
"08803eb6-2483-4581-94bf-ac7590096744",1144761,"Old Navy",8,2,"2026-02-01","IPA1","HOUSEHOLD"
"31ec2973-4186-4c41-8daf-f65894e1b295",1144850,"Sephora",7.43,1,"2026-02-01","IPA1","HOUSEHOLD"
"5d8d0b25-e8ca-468a-b3f5-b9319f3c3f84",1144722,"Chick-fil-A",7.43,1,"2025-03-01","IPA1","HOUSEHOLD"
"0d156a2e-fb90-4a26-8f31-3b97203be236",1144790,"Apple",7.51,1,"2025-12-01","IPA1","HOUSEHOLD"
"fd975bfa-027a-4c30-98cf-212b76a941b1",1144790,"Apple",7.5,1,"2025-09-01","IPA1","HOUSEHOLD"
"be9f8fe4-68d8-4ecf-aef6-05c773c54c94",1144750,"Target",8.06,2,"2025-12-01","IPA1","HOUSEHOLD"
"bd147b3f-9c87-4a61-8da9-220e46ccdf9e",1144800,"Home Depot",8.02,2,"2026-02-01","IPA1","HOUSEHOLD"
"343e0e70-9060-410c-a67f-2eb93f710191",1144750,"Target",7.45,1,"2025-11-01","IPA1","HOUSEHOLD"
"c539e040-82bd-4d82-8a07-e43f2000c532",1144760,"Nike",7.73,1,"2025-04-01","IPA1","HOUSEHOLD"
"a677034c-a650-4bb2-aa85-5663557d4f1d",1144721,"Starbucks",8.2,3,"2025-08-01","IPA1","HOUSEHOLD"
"d9116f62-08e1-4c31-8d0e-a8440800ef72",1144761,"Old Navy",8.32,3,"2026-03-01","IPA1","HOUSEHOLD"
"2b909c4d-fd3c-45f1-8c25-8695d1b62d1a",1144760,"Nike",8.28,3,"2026-03-01","IPA1","HOUSEHOLD"
"e1fafaf6-56a8-4c63-9e68-d8724677e97b",1144673,"Walmart Grocery",7.76,1,"2025-08-01","IPA1","HOUSEHOLD"
"eccc0024-f9f3-43b5-9670-9583231fd17d",1144790,"Apple",8.05,2,"2026-04-01","IPA1","HOUSEHOLD"
"8779e722-836c-4c15-8ba2-7c2b78eadc12",1144780,"CVS",7.71,1,"2026-08-01","IPA1","HOUSEHOLD"
"4044d16c-f52f-4fe0-a352-5dd53129f1f6",1144760,"Nike",7.57,1,"2026-03-01","IPA1","HOUSEHOLD"
"7f237f7f-fbbc-4d53-ba2d-e9c8736dcf99",1144760,"Nike",7.44,1,"2026-06-01","IPA1","HOUSEHOLD"
"3b2cb4d6-7fb7-4d2a-8f52-c2bb7299b8bc",1144750,"Target",7.56,1,"2026-03-01","IPA1","HOUSEHOLD"
"7b4a9356-7d5a-4b42-8729-3b61b5c42d0c",1144722,"Chick-fil-A",7.42,1,"2025-11-01","IPA1","HOUSEHOLD"
"c6aef2fb-0278-4124-aec2-c6b8c2de063e",1144722,"Chick-fil-A",7.78,1,"2026-08-01","IPA1","HOUSEHOLD"
"143689de-64df-42d5-8b7f-d4cf383cab6f",1144780,"CVS",7.41,1,"2026-01-01","IPA1","HOUSEHOLD"
"8df41de5-4427-466b-bc2b-d181155f4484",1144850,"Sephora",8.3,3,"2025-05-01","IPA1","HOUSEHOLD"
"0442f9fa-b394-4f8b-a4fd-4db32be8d3d2",1144800,"Home Depot",7.59,1,"2025-07-01","IPA1","HOUSEHOLD"
"0480cb21-2b39-4e7c-bc3f-3fa912dbba01",1144722,"Chick-fil-A",8.08,2,"2026-08-01","IPA1","HOUSEHOLD"
"94bfdd0e-ecd9-4a9c-82f1-b068e06eb1b9",1144850,"Sephora",7.66,1,"2025-07-01","IPA1","HOUSEHOLD"
"23b0f2b5-5a14-4dee-90cc-5e578b67e98f",1144800,"Home Depot",7.62,1,"2025-05-01","IPA1","HOUSEHOLD"
"ca4e5110-9b61-41b2-8fc3-5bc72edc0190",1144721,"Starbucks",7.8,1,"2025-09-01","IPA1","HOUSEHOLD"
"1b6d7bfd-1e1a-40ab-905a-43cb10610ad2",1144720,"McDonalds",7.82,1,"2025-09-01","IPA1","HOUSEHOLD"
"69ae6ff5-42da-4f81-9966-f5ad4c17e4fe",1144780,"CVS",7.62,1,"2025-09-01","IPA1","HOUSEHOLD"
"6a867371-00c9-4f65-aed9-5817fe3150b4",1144780,"CVS",7.98,2,"2025-11-01","IPA1","HOUSEHOLD"
"a6538d01-e05e-4594-a9b8-798f06113a16",1144750,"Target",9.68,9,"2025-05-01","IPA1","HOUSEHOLD"
"4f7bc59a-bdc3-40bc-a2d6-c4dbc1de06eb",1144720,"McDonalds",7.86,1,"2026-07-01","IPA1","HOUSEHOLD"
"917f35ee-5ab1-4050-844f-34fd3d1de158",1144850,"Sephora",8.31,3,"2025-11-01","IPA1","HOUSEHOLD"
"12ee5b9d-9528-41cd-9b56-af032276bd49",1144850,"Sephora",7.69,1,"2026-05-01","IPA1","HOUSEHOLD"
"b44af746-1dd7-47e9-83ab-64a8b4297b7f",1144721,"Starbucks",8.28,3,"2025-06-01","IPA1","HOUSEHOLD"
"195fec1f-a4cf-4139-8e7f-f9658dcff5a6",1144721,"Starbucks",8.07,2,"2026-05-01","IPA1","HOUSEHOLD"
"908d07ba-6f45-4b83-b182-747fca4a4131",1144673,"Walmart Grocery",7.98,2,"2025-10-01","IPA1","HOUSEHOLD"
"cf132032-7b45-4571-a782-bf62254e0eab",1144910,"Netflix",7.6,1,"2025-10-01","IPA1","HOUSEHOLD"
"eb55df32-94b1-4bb6-a4d4-b1e5247b9500",1144722,"Chick-fil-A",7.89,1,"2026-02-01","IPA1","HOUSEHOLD"
"4ebc00df-ddf8-4560-a082-f90c2e4032b4",1144790,"Apple",7.41,1,"2025-06-01","IPA1","HOUSEHOLD"
"df4c1cc1-807e-4c14-b093-cc2c53fee70b",1144760,"Nike",7.5,1,"2025-09-01","IPA1","HOUSEHOLD"
"2e573f51-943e-4638-a6cd-f3d51da126fe",1144721,"Starbucks",7.45,1,"2026-05-01","IPA1","HOUSEHOLD"
"728f3c52-105d-4ec4-bc95-2e27940e99d8",1144760,"Nike",7.88,1,"2025-12-01","IPA1","HOUSEHOLD"
"a7c06e4b-1b48-47f9-8a79-a8f9e130fd60",1144673,"Walmart Grocery",7.82,1,"2026-08-01","IPA1","HOUSEHOLD"
"45a99155-17a8-4d5d-8be4-3d6ca469b27a",1144910,"Netflix",7.78,1,"2026-08-01","IPA1","HOUSEHOLD"
"eb355f0d-4d7b-4396-bfe9-c99adc2b40a6",1144780,"CVS",7.55,1,"2026-05-01","IPA1","HOUSEHOLD"
"1a985154-87fd-48f4-8153-46328b3761c8",1144850,"Sephora",7.94,2,"2025-08-01","IPA1","HOUSEHOLD"
"a8c62311-a379-4ad3-9374-bdbb25295227",1144721,"Starbucks",7.46,1,"2025-10-01","IPA1","HOUSEHOLD"
"04822944-08a6-4b10-ad51-f84ffdfd3e0b",1144760,"Nike",7.39,1,"2026-02-01","IPA1","HOUSEHOLD"
"946d14cf-afbc-4b60-9c11-748e9a8111cc",1144761,"Old Navy",7.43,1,"2026-02-01","IPA1","HOUSEHOLD"
"60746cfa-1df1-449c-b87b-f5597cc7feee",1144760,"Nike",7.7,1,"2026-02-01","IPA1","HOUSEHOLD"
"825473c0-7bf1-46fa-bd79-11c7eda3fdc0",1144780,"CVS",8.36,3,"2026-04-01","IPA1","HOUSEHOLD"
"7cc3ca22-704a-4a8c-9828-b4989f96ac9b",1144790,"Apple",7.93,2,"2026-02-01","IPA1","HOUSEHOLD"
"569629dc-24dd-4cc3-9667-cd589ac759c7",1144800,"Home Depot",7.69,1,"2026-02-01","IPA1","HOUSEHOLD"
"0252be80-7b7d-4436-b08e-ec90f5a3498e",1144721,"Starbucks",7.68,1,"2025-05-01","IPA1","HOUSEHOLD"
"b09e5b5d-c07f-4f32-905d-dd4f8581f928",1144760,"Nike",7.46,1,"2026-02-01","IPA1","HOUSEHOLD"
"874850b7-6712-4b94-93c3-5494bda05088",1144780,"CVS",7.57,1,"2026-04-01","IPA1","HOUSEHOLD"
"d68f6153-07de-4954-9cc5-cca58898c8b3",1144760,"Nike",7.49,1,"2025-11-01","IPA1","HOUSEHOLD"
"b40a2eb4-7ae2-4cff-9422-2b4dc784e9bc",1144673,"Walmart Grocery",8.36,3,"2025-05-01","IPA1","HOUSEHOLD"
"e34f22e5-44e2-4651-b0a3-f61b3083b52b",1144761,"Old Navy",7.51,1,"2026-07-01","IPA1","HOUSEHOLD"
"882c8563-c289-4158-bfe1-b0d6a35012ee",1144750,"Target",8.33,3,"2026-06-01","IPA1","HOUSEHOLD"
"2eac0100-4fff-4460-8a7f-af56c3ac6f10",1144673,"Walmart Grocery",7.97,2,"2026-02-01","IPA1","HOUSEHOLD"
"50fb0b4a-2c15-4284-80db-5ace529ff501",1144750,"Target",7.82,1,"2025-07-01","IPA1","HOUSEHOLD"
"5570a2c9-1b50-4126-ba88-af18df3a50c1",1144780,"CVS",7.62,1,"2026-07-01","IPA1","HOUSEHOLD"
"d5ff0391-c794-4df6-ac1a-cd0e0284994e",1144780,"CVS",7.39,1,"2025-04-01","IPA1","HOUSEHOLD"
"d47fbe48-3b5c-484b-9220-0f61fb248b38",1144761,"Old Navy",7.49,1,"2025-04-01","IPA1","HOUSEHOLD"
"b8e05dd2-8499-4dda-830f-caff88089c52",1144722,"Chick-fil-A",7.55,1,"2025-11-01","IPA1","HOUSEHOLD"
"2896adcc-3604-488f-a05f-d4546fa0b1be",1144780,"CVS",7.82,1,"2026-06-01","IPA1","HOUSEHOLD"
"cb03d666-eedf-4ffb-9ed4-9721e69c0469",1144910,"Netflix",8.55,4,"2026-01-01","IPA1","HOUSEHOLD"
"c1683d7e-78ac-4c71-842b-47af86bc9f40",1144780,"CVS",7.4,1,"2026-02-01","IPA1","HOUSEHOLD"
"fc062e9e-11ab-4373-bfca-8db56441603f",1144761,"Old Navy",7.4,1,"2026-03-01","IPA1","HOUSEHOLD"
"d98f7308-6686-497a-9149-7341984b8473",1144750,"Target",7.57,1,"2025-04-01","IPA1","HOUSEHOLD"
"1fa56002-6a00-4a86-b37d-2ea63ebaf43b",1144750,"Target",8.26,3,"2025-09-01","IPA1","HOUSEHOLD"
"dacda018-2d78-43a0-b3a3-7865aa652e35",1144780,"CVS",7.42,1,"2025-11-01","IPA1","HOUSEHOLD"
"ac4311c2-5be5-4b5f-b008-aa631cb89d96",1144760,"Nike",7.74,1,"2026-02-01","IPA1","HOUSEHOLD"
"b732204f-d5fd-47f8-838e-446ebb1a33cb",1144721,"Starbucks",7.63,1,"2026-01-01","FZY1","INDIVIDUAL"
"973c7c81-eeb9-47ad-8670-0e28c77696bf",1144673,"Walmart Grocery",7.48,1,"2025-09-01","FZY1","INDIVIDUAL"
"2f056f42-8c95-4d3d-ae50-bbcbedac3db8",1144910,"Netflix",8.31,3,"2026-01-01","FZY1","INDIVIDUAL"
"c7a3294b-6ace-40a1-91cf-4cf046f00bd2",1144850,"Sephora",7.97,2,"2026-01-01","FZY1","INDIVIDUAL"
"9c7de003-780c-4191-adaf-7070b22ea897",1144790,"Apple",7.7,1,"2025-12-01","FZY1","INDIVIDUAL"
"b26be012-cadd-4009-b91b-0ecd5aff35ff",1144721,"Starbucks",8.04,2,"2025-12-01","FZY1","INDIVIDUAL"
"9547d948-4dfd-4c1c-a858-ea2ed210ca30",1144800,"Home Depot",7.88,1,"2025-12-01","FZY1","INDIVIDUAL"
"f1cfee36-e2f6-4c03-bd55-217aa2c3befc",1144761,"Old Navy",7.51,1,"2025-12-01","FZY1","INDIVIDUAL"
"5594311f-9794-4c7c-955d-a2a6b3ee0d05",1144910,"Netflix",7.75,1,"2026-01-01","FZY1","INDIVIDUAL"
"31ced2ab-dd1e-44f3-b6e9-0cb91533de2d",1144761,"Old Navy",8.69,5,"2025-08-01","FZY1","INDIVIDUAL"
"348d5ea3-26e9-44d2-9e7f-2cc5e255f3e0",1144910,"Netflix",7.41,1,"2026-06-01","FZY1","INDIVIDUAL"
"b005a903-4969-4dff-ae0f-f9fac6f7a7b0",1144720,"McDonalds",8.34,3,"2025-05-01","FZY1","INDIVIDUAL"
"c25a4f1a-0e8f-4135-8e1e-41169df7fd58",1144780,"CVS",7.84,1,"2026-06-01","FZY1","INDIVIDUAL"
"d88b2925-5a21-4f45-bf45-d9e7c2e77efb",1144722,"Chick-fil-A",7.44,1,"2025-07-01","FZY1","INDIVIDUAL"
"8fb26eb3-c7d8-4e00-82b8-ed941f40ea5f",1144720,"McDonalds",8.33,3,"2026-01-01","FZY1","INDIVIDUAL"
"945eac07-ae8b-467b-b2be-2bec48031c47",1144761,"Old Navy",8.72,5,"2025-07-01","FZY1","INDIVIDUAL"
"dccd6481-c3ee-4840-9d01-05bc9024d8bf",1144761,"Old Navy",8.02,2,"2025-09-01","FZY1","INDIVIDUAL"
"019f91f6-6341-4b5d-a43b-515f05cda279",1144673,"Walmart Grocery",8.5,4,"2025-09-01","FZY1","INDIVIDUAL"
"a64b02b9-5c33-47fc-8a4e-01fdd1f8c3c2",1144800,"Home Depot",8.63,4,"2025-09-01","FZY1","INDIVIDUAL"
"29541f1e-8522-48e5-af76-13ba38009746",1144800,"Home Depot",7.52,1,"2025-09-01","FZY1","INDIVIDUAL"
"ce5dbe4b-fc0b-4f66-8c8e-670180166411",1144790,"Apple",7.49,1,"2025-08-01","FZY1","INDIVIDUAL"
"7f74269d-1c85-4304-bf88-70a083f33c4e",1144760,"Nike",7.77,1,"2025-07-01","FZY1","INDIVIDUAL"
"3b5e0e87-48ea-49dd-96fc-bed40edb390f",1144720,"McDonalds",8.5,4,"2025-07-01","FZY1","INDIVIDUAL"
"21305b40-f112-48ed-9237-921c29fb6db5",1144720,"McDonalds",7.84,1,"2025-07-01","FZY1","INDIVIDUAL"
"08d896c5-5518-43aa-8937-31287af1ae99",1144673,"Walmart Grocery",8.1,2,"2025-07-01","FZY1","INDIVIDUAL"
"defc58de-68e7-4ee2-b311-abab06ac7723",1144761,"Old Navy",7.71,1,"2025-06-01","FZY1","INDIVIDUAL"
"891d3515-2c82-4bb9-9489-f22861561479",1144750,"Target",8.57,4,"2025-06-01","FZY1","INDIVIDUAL"
"1ebff0b9-fb60-4bda-b051-355c204cca9d",1144721,"Starbucks",7.81,1,"2025-06-01","FZY1","INDIVIDUAL"
"2a15ea7c-1bdb-46bb-9a78-57be5e47c8e1",1144750,"Target",7.72,1,"2026-03-01","FZY1","INDIVIDUAL"
"7e73dce6-d4aa-4244-8a26-4d3764c826c4",1144750,"Target",7.55,1,"2026-02-01","FZY1","INDIVIDUAL"
"3b401d89-a8fb-4040-80a8-144f6e6bb035",1144750,"Target",7.71,1,"2026-03-01","FZY1","INDIVIDUAL"
"2fd6b3e0-c17a-421c-867f-da34c4bf0142",1144673,"Walmart Grocery",8.09,2,"2025-12-01","FZY1","INDIVIDUAL"
"3cd4a6e1-efd1-480a-8c3b-50d7122f03af",1144720,"McDonalds",7.87,1,"2025-12-01","FZY1","INDIVIDUAL"
"b7916672-8f4d-430c-aa65-6d7b243531ca",1144910,"Netflix",7.85,1,"2026-02-01","FZY1","INDIVIDUAL"
"ca313fea-f120-4fc4-88be-836fca6afa94",1144910,"Netflix",7.39,1,"2026-02-01","FZY1","INDIVIDUAL"
"4334ba2e-c4b8-4e8b-bda7-c5524ec148d3",1144750,"Target",7.73,1,"2025-08-01","FZY1","INDIVIDUAL"
"e699e348-2c4d-4a74-949c-cbb3f0870575",1144750,"Target",8,2,"2026-02-01","FZY1","INDIVIDUAL"
"b200971e-da92-48b5-a9e9-733ebb84d98d",1144910,"Netflix",7.48,1,"2025-09-01","FZY1","INDIVIDUAL"
"21779fe0-ad38-4b54-af1a-dc189a4a8084",1144720,"McDonalds",8.45,4,"2025-05-01","FZY1","INDIVIDUAL"
"6d49882c-6f2e-4106-b5a2-e2e0b2e5e987",1144722,"Chick-fil-A",7.78,1,"2025-07-01","FZY1","INDIVIDUAL"
"c79d4a6b-85ba-46ac-8b44-e9d1abf0dd6f",1144673,"Walmart Grocery",8.59,4,"2025-04-01","FZY1","INDIVIDUAL"
"75a9780a-8f23-4e8a-b44f-ef8bded18076",1144722,"Chick-fil-A",7.5,1,"2025-04-01","FZY1","INDIVIDUAL"
"31e7603d-cbd5-4cc3-9a0f-95ad5e58d12f",1144760,"Nike",7.83,1,"2025-12-01","FZY1","INDIVIDUAL"
"48514b3f-703e-4a09-97d6-fd1c27015764",1144761,"Old Navy",8.46,4,"2026-07-01","FZY1","INDIVIDUAL"
"7bf6e564-c3b9-492c-9acc-6c424f73cf5f",1144790,"Apple",7.7,1,"2025-10-01","FZY1","INDIVIDUAL"
"da66b500-4328-4ed5-8848-e23e36fe5301",1144722,"Chick-fil-A",7.82,1,"2026-03-01","FZY1","INDIVIDUAL"
"62977275-1d98-4407-b5c7-948301cc95b9",1144800,"Home Depot",7.89,1,"2026-07-01","FZY1","INDIVIDUAL"
"3dd1f490-93fa-45ec-8b63-cbbef098e02f",1144761,"Old Navy",7.52,1,"2026-03-01","FZY1","INDIVIDUAL"
"b751ae70-a21c-4542-b08d-ce0431c5984b",1144673,"Walmart Grocery",8.25,3,"2025-07-01","FZY1","INDIVIDUAL"
"1b9761db-5d67-477d-88d2-9adb4128ddaf",1144722,"Chick-fil-A",7.39,1,"2025-07-01","FZY1","INDIVIDUAL"
"ce329290-ce68-45b8-ab69-81da40dd0c3b",1144720,"McDonalds",7.48,1,"2025-07-01","FZY1","INDIVIDUAL"
"d5472949-8197-42d0-bdbd-f33f89863197",1144780,"CVS",7.53,1,"2025-10-01","FZY1","INDIVIDUAL"
"1958e72f-39f1-4fe7-b0a3-7905a22a4156",1144750,"Target",8.1,2,"2025-12-01","FZY1","INDIVIDUAL"
"27b479eb-46f1-4d1c-8a8e-6a43964ae0a1",1144721,"Starbucks",7.77,1,"2026-05-01","FZY1","INDIVIDUAL"
"746bdd13-0514-4168-bed7-aca1ec73b48f",1144760,"Nike",7.76,1,"2026-03-01","FZY1","INDIVIDUAL"
"a750dfff-8e40-4d63-9db4-e18bd7d76e2a",1144721,"Starbucks",8.08,2,"2026-07-01","FZY1","INDIVIDUAL"
"5a1d788f-1038-476e-bed7-137a22ce8974",1144910,"Netflix",8.19,3,"2026-03-01","FZY1","INDIVIDUAL"
"680bb604-fa13-49a7-bf53-6a2af260fa6f",1144800,"Home Depot",7.72,1,"2026-07-01","FZY1","INDIVIDUAL"
"06d837fe-bc81-434b-a6d2-e1fb2d5b1fd8",1144850,"Sephora",7.94,2,"2025-10-01","FZY1","INDIVIDUAL"
"1c689923-606c-4ef5-9432-7c88778fcd0b",1144850,"Sephora",7.74,1,"2025-07-01","FZY1","INDIVIDUAL"
"eade94b2-4e90-47ef-9e48-59a61b6a57fb",1144850,"Sephora",10.57,12,"2026-03-01","FZY1","INDIVIDUAL"
"8459e736-99ea-43b7-9c8e-cc9e284e8305",1144760,"Nike",7.44,1,"2025-11-01","FZY1","INDIVIDUAL"
"7d054147-ba4c-4e56-acf3-3701bcff8567",1144721,"Starbucks",7.63,1,"2025-07-01","FZY1","INDIVIDUAL"
"ae5aff9a-5268-4b9d-b5ca-afea62151f28",1144850,"Sephora",7.62,1,"2025-07-01","FZY1","INDIVIDUAL"
"8deedde8-5507-4e9b-9957-3ba285f46ed7",1144790,"Apple",8.44,4,"2026-07-01","FZY1","INDIVIDUAL"
"68cd790b-7ff3-48b9-9a1d-b7bdb4943a75",1144750,"Target",7.57,1,"2026-02-01","FZY1","INDIVIDUAL"
"5c8fdd03-b3bf-43d5-a411-2492d6c887c4",1144721,"Starbucks",7.95,2,"2026-02-01","FZY1","INDIVIDUAL"
"d5e49bb9-4285-4d08-8f9f-f3d108baaacb",1144722,"Chick-fil-A",8.07,2,"2025-04-01","FZY1","INDIVIDUAL"
"4a60c7d6-2671-4b62-98e8-77e230afaad0",1144720,"McDonalds",8.25,3,"2026-02-01","FZY1","INDIVIDUAL"
"b959a1c6-d01f-42f6-b401-5e3a8d00b42b",1144673,"Walmart Grocery",8.76,5,"2026-02-01","FZY1","INDIVIDUAL"
"60dc060e-6ce8-4ba7-9e66-0f5ca6c99975",1144850,"Sephora",7.58,1,"2025-04-01","FZY1","INDIVIDUAL"
"970069e8-cced-4030-9dd6-76700d920775",1144761,"Old Navy",7.57,1,"2025-08-01","FZY1","INDIVIDUAL"
"b315c2d3-f455-4944-b0a2-c2d5dfb3732f",1144790,"Apple",8.09,2,"2025-04-01","FZY1","INDIVIDUAL"
"0a830e1a-7e60-40fa-84cf-bf633262ea25",1144721,"Starbucks",7.98,2,"2025-12-01","FZY1","INDIVIDUAL"
"464a1d2e-69ca-46a7-b410-1a18b8b67089",1144910,"Netflix",7.92,2,"2025-12-01","FZY1","INDIVIDUAL"
"9f3529ad-93d2-4ef9-b641-b8cdd38a0d2b",1144722,"Chick-fil-A",7.58,1,"2026-06-01","FZY1","INDIVIDUAL"
"b6099773-052d-4975-a1f9-e496e3dde22f",1144721,"Starbucks",7.77,1,"2026-02-01","FZY1","INDIVIDUAL"
"d38ab44a-b893-4802-89f4-b399f0b8b162",1144761,"Old Navy",7.8,1,"2026-06-01","FZY1","INDIVIDUAL"
"f473b42d-58cc-4fb7-9518-723ef6faff01",1144790,"Apple",7.47,1,"2025-11-01","FZY1","INDIVIDUAL"
"3f23270f-aa7d-4b7b-957f-7f6f0e4c44a4",1144673,"Walmart Grocery",7.41,1,"2025-07-01","FZY1","INDIVIDUAL"
"50e642ef-ecec-4426-9a9d-5df002d26faa",1144720,"McDonalds",7.82,1,"2025-07-01","FZY1","INDIVIDUAL"
"2dc3b750-6ebd-4d3c-8444-c8b1a833fbf8",1144790,"Apple",7.77,1,"2026-01-01","FZY1","INDIVIDUAL"
"12c1d488-94c3-4e9f-87cd-a7b0de98dabb",1144722,"Chick-fil-A",7.8,1,"2026-07-01","FZY1","INDIVIDUAL"
"cf013946-3af5-45f5-9c43-916490b2f0d6",1144721,"Starbucks",7.85,1,"2026-07-01","FZY1","INDIVIDUAL"
"bb897f68-09fd-45e6-9d31-d6f54b548c1a",1144790,"Apple",7.44,1,"2025-07-01","FZY1","INDIVIDUAL"
"a9af5820-ae4a-45e8-b35c-bc1a0b129db5",1144910,"Netflix",7.59,1,"2025-08-01","FZY1","INDIVIDUAL"
"8973f6d3-2c39-44d4-a594-877ad39ecc5e",1144750,"Target",8.11,2,"2025-10-01","FZY1","INDIVIDUAL"
"c63157cc-5673-4345-ac3e-749d5307ad9c",1144790,"Apple",7.4,1,"2026-08-01","FZY1","INDIVIDUAL"
